id,title,status,priority,owner,category,files_changed,acceptance_criteria,verification_status,next_step,notes
T210,Add entity schema review plan,COMPLETED,MEDIUM,Codex,seo-schema,project-control/entity-schema-review.md,"Entity and schema rules documented for homepage articles hubs and lawyer profiles","VERIFIED in repo","Validate live JSON-LD after next deployment","No schema code changes executed"
T211,Add image SEO review plan,COMPLETED,MEDIUM,Codex,seo-images,project-control/image-seo-review.md,"Image alt dimensions compression placeholder and CLS rules documented","VERIFIED in repo","Add image checks to next visual QA pass","No image/template changes executed"
T212,Add faceted navigation indexing review,COMPLETED,HIGH,Codex,technical-seo,project-control/faceted-navigation-indexing-review.md,"Filter indexing noindex canonical and curated hub rules documented","VERIFIED in repo","Check indexed query/filter URLs in GSC and public crawl","No robots/canonical changes executed"
T213,Add sitemap robots canonical integration notes,COMPLETED,HIGH,Codex,technical-seo,project-control/sitemap-strategy.md,"Sitemap strategy updated to depend on content and design hierarchy","VERIFIED in repo","Verify active sitemap generator and XML output on live","No sitemap changes executed"
T214,Update GA4 event plan,COMPLETED,HIGH,Codex,analytics,"project-control/analytics-monitoring-plan.md;project-control/ga4-event-plan.csv","GA4 key and supporting events added for leads lawyer funnel related content and legal tools","VERIFIED in repo","QA event firing in GA4 Realtime after deployment","No GA4 admin changes executed"
T215,Add GSC GA4 daily integrated monitoring,COMPLETED,HIGH,Codex,analytics,"project-control/daily-gsc-monitoring.md;project-control/analytics-monitoring-plan.md","Monitoring now includes template mobile related-content schema and conversion checks","VERIFIED in repo","Use this format in next GSC session","No automation/API changes executed"
T216,Add final integrated launch checklist,COMPLETED,CRITICAL,Codex,launch,project-control/integrated-launch-checklist.md,"Inventory clusters URLs templates links mobile schema sitemap analytics and business gates documented","VERIFIED in repo","Use before approving any content URL or design batch","No launch actions executed"
T217,Run integrated live visual QA and fix title leaks,COMPLETED,CRITICAL,Codex,visual-seo,"inc/seo.php;functions.php;project-control/customer-facing-qa.md;project-control/mobile-first-template-review.md;project-control/accessibility-review.md;project-control/homepage-seo-design-alignment.md;project-control/visual-qa-report.md;project-control/visual-evidence/integrated-visual-qa-2026-05-10.json","Desktop and mobile live QA captured and English/default SEO title leaks fixed in code","VISUAL VERIFIED live screenshots; CODE FIXED; PHP LINT VERIFIED locally for 127 files","Deploy/pull then recheck articles lawyers search titles plus 404 and lawyer-profile routing","No public content URLs redirects sitemap robots payments or CMS settings changed"
T218,Install local PHP 8.5.6 and update lint helper,COMPLETED,HIGH,Codex,verification,"tools/php-lint.ps1;project-control/php-local-setup.md;project-control/performance-php-audit.md;project-control/current-status.md;project-control/changelog.md","Owner-provided PHP ZIP installed locally and repo lint helper discovers it","VERIFIED locally: PHP 8.5.6 and 127 PHP files lint clean","Use tools/php-lint.ps1 after every PHP edit","No global PATH or system install changed"
T219,Recheck live deployment marker and routing after title fix,COMPLETED,CRITICAL,Codex,deployment,"project-control/deployment-verification.md;project-control/current-status.md;project-control/changelog.md;project-control/task-board.csv","Live title/routing state rechecked after a90bf4b and blockers documented","LIVE VERIFIED blocker: old marker/title still live; fake 404 redirects to homepage","Pull latest in uPress or clear cache then rerun deployment check","No URL redirects content sitemap or robots changes executed"
T220,Verify live sitemap and HTTPS migration blockers,COMPLETED,CRITICAL,Codex,technical-seo,"project-control/sitemap-live-verification.csv;project-control/sitemap-strategy.md;project-control/robots-htaccess-review.md;project-control/next-actions.md;project-control/current-status.md;project-control/changelog.md;project-control/task-board.csv","Active sitemap index and bad default aliases plus HTTP loc leakage documented","LIVE VERIFIED blocker: sitemap_index works but child sitemaps expose many HTTP URLs","Fix sitemap generator/base URL in wp-admin/uPress before URL migration","No sitemap settings redirects robots content or public URLs changed"
T221,Create no-URL-change remediation batch from GSC indexing examples,COMPLETED,CRITICAL,Codex,seo-architecture,"project-control/no-url-change-remediation-batch-001.md;project-control/no-url-change-remediation-batch-001.csv;project-control/media-document-policy.md;project-control/legacy-cpt-migration-review.md;project-control/divorce-mediation-merge-review.md;project-control/next-actions.md;project-control/current-status.md;project-control/changelog.md;project-control/task-board.csv","Media legacy CPT and divorce mediation duplicate risks are mapped without live changes","VERIFIED in repo; no public changes executed","Start no-URL-change homepage and lawyer-directory SEO batch","No deletes redirects noindex slug changes sitemap settings or CMS edits executed"
T001,Fix duplicate main tag in single-justice_lawyer.php,COMPLETED,CRITICAL,Claude,bug-fix,single-justice_lawyer.php,Only one main tag exists on lawyer profile page,VERIFIED in code,—,Fixed 2026-05-09
T002,Fix duplicate main tag in archive-justice_lawyer.php,COMPLETED,CRITICAL,Claude,bug-fix,archive-justice_lawyer.php,Only one main tag exists on lawyer archive page,VERIFIED in code,—,Fixed 2026-05-09
T003,Fix lawyer meta key mismatch in lawyer-card.php,COMPLETED,HIGH,Claude,bug-fix,template-parts/cards/lawyer-card.php,Lawyer cards display firm/phone/experience data correctly,VERIFIED in code,—,Fixed 2026-05-09
T004,Fix is_paid plan names in lawyer-card.php,COMPLETED,HIGH,Claude,bug-fix,template-parts/cards/lawyer-card.php,Paid badge shows for pro/featured/lead_partner/full_service plans,VERIFIED in code,—,Fixed 2026-05-09
T005,Fix CPT name in featured-lawyers.php,COMPLETED,HIGH,Claude,bug-fix,template-parts/sections/featured-lawyers.php,Featured lawyers section queries justice_lawyer CPT,VERIFIED in code,—,Fixed 2026-05-09
T006,Add missing CSS custom properties,COMPLETED,MEDIUM,Claude,css,assets/css/main.css,navy-100/400/600 variables defined and render correctly,VERIFIED in code,—,Fixed 2026-05-09
T007,Convert English strings to Hebrew in single-articles.php,COMPLETED,HIGH,Claude,i18n,single-articles.php,No English text visible on article pages,VERIFIED in code,—,Fixed 2026-05-09
T008,Convert English strings in archive-articles.php,COMPLETED,HIGH,Claude,i18n,archive-articles.php,All text Hebrew,VERIFIED in code,—,Fixed 2026-05-09
T009,Convert English strings in taxonomy-practice-areas.php,COMPLETED,HIGH,Claude,i18n,taxonomy-practice-areas.php,All text Hebrew,VERIFIED in code,—,Fixed 2026-05-09
T010,Fix reading time to Hebrew in template-tags.php,COMPLETED,HIGH,Claude,i18n,inc/template-tags.php,Reading time shows in Hebrew,VERIFIED in code,—,Fixed 2026-05-09
T011,Fix breadcrumbs i18n,COMPLETED,MEDIUM,Claude,i18n,inc/breadcrumbs.php,Breadcrumb aria-label and search string in Hebrew,VERIFIED in code,—,Fixed 2026-05-09
T012,Replace emoji pillar icons with SVG,COMPLETED,MEDIUM,Claude,design,template-parts/sections/featured-pillars.php + main.css,Professional SVG icons replace emoji in pillar cards,VERIFIED in code,—,Fixed 2026-05-09
T013,Replace emoji lawyer placeholder with SVG,COMPLETED,MEDIUM,Claude,design,template-parts/cards/lawyer-card.php,SVG person icon replaces emoji in lawyer cards,VERIFIED in code,—,Fixed 2026-05-09
T014,Fix hero search form action and params,COMPLETED,HIGH,Claude,ux,template-parts/sections/hero.php,Search form POSTs to /lawyers/ with correct area/city/keyword params,VERIFIED in code,—,Fixed 2026-05-09
T015,Add keyword filter to lawyer archive,COMPLETED,MEDIUM,Claude,ux,archive-justice_lawyer.php,Lawyer search supports keyword input,VERIFIED in code,—,Fixed 2026-05-09
T016,Identify and stop casino/spam content on homepage,COMPLETED,CRITICAL,Dev,security,latest-articles.php,Homepage shows no casino/gambling/spam content,VERIFIED in code,—,Fixed WP_Query 2026-05-09
T017,Verify one canonical Justice Core plugin is active,COMPLETED,CRITICAL,Dev,plugin,jus-tice-engine/,canonical plugin created as jus-tice-engine to avoid legacy fatal errors,VERIFIED in code,—,jus-tice-engine.zip generated
T018,Verify CPTs are registered correctly,PENDING,CRITICAL,Dev,plugin,n/a,articles + justice_lawyer CPTs return posts + show in WP admin,NOT VERIFIED,wp post-type list,Requires server access
T019,Create 10 practice area taxonomy terms,PENDING,HIGH,Content,content,n/a,10 Hebrew practice area terms exist in DB,NOT VERIFIED,wp term create practice-areas (see next-actions.md),Requires server access
T020,Publish 5 pillar articles,PENDING,HIGH,Content,content,n/a,5 Hebrew pillar articles published with 1500+ words each,NOT VERIFIED,Create via wp-admin or WP-CLI,Requires content writing
T021,Create 10 seed lawyer profiles,PENDING,HIGH,Dev/Content,content,n/a,10 draft lawyer profiles exist (not published/not verified),NOT VERIFIED,Use lawyer-seed.csv as reference,Requires server access
T022,Upload professional logo,PENDING,HIGH,Design,design,n/a,Logo appears in header replacing text fallback,NOT VERIFIED,WP Customizer → Site Identity,Requires design asset
T023,Install and configure Yoast SEO or RankMath,PENDING,HIGH,Dev,plugin,n/a,XML sitemap live at /sitemap_index.xml,NOT VERIFIED,Install via wp-admin,Requires server access
T024,Connect Google Search Console,PENDING,CRITICAL,Owner,seo,n/a,Domain verified in GSC + sitemap submitted,NOT VERIFIED,console.search.google.com,Requires Google account access
T026,Switch to repo-sync deployment model,COMPLETED,CRITICAL,Codex,process,project-control/current-status.md,No ZIP/package workflow used unless explicitly requested,VERIFIED,user clarified GitHub sync,Added package-validation note
T027,Correct lawyer taxonomy ownership,COMPLETED,HIGH,Codex,plugin,ultra-justice-engine/includes/taxonomy-city.php + ultra-justice-engine/includes/taxonomy-practice-areas.php + ultra-justice/includes/taxonomy-city.php + ultra-justice/includes/taxonomy-practice-areas.php,city and practice-areas attach to justice_lawyer,VERIFIED in code,Verify live plugin path,Legacy duplicate plugin risk remains
T028,Prevent fake verified seed lawyers,COMPLETED,HIGH,Codex,plugin,justice-core/includes/seeder.php + ultra-justice-engine/includes/seeder.php + ultra-justice/includes/seeder.php,Seed profiles are draft/unverified/testing-only,VERIFIED in code,Verify live existing seeded profiles,Existing live profiles may still need cleanup
T029,Remove duplicate main close in lawyer archive,COMPLETED,HIGH,Codex,theme,archive-justice_lawyer.php,footer.php is only owner of closing main tag,VERIFIED in code,Run visual QA,PHP lint not available locally
T030,Create project-control audit files,COMPLETED,HIGH,Codex,project-control,project-control/*.md + project-control/*.csv,Missing control files exist with VERIFIED/NOT VERIFIED labels,VERIFIED in repo,Keep updating as work continues,Live facts remain blocked
T031,Research lawyer mini-site product model,COMPLETED,HIGH,Codex,product,project-control/lawyer-minisite-product-research.md,Mini-site value proposition and feature set documented,VERIFIED in repo,Build Maya Rotenberg mini-site template,Benchmarked Justia/LII/Avvo patterns
T032,Feature only advocate-maya-rotenberg on homepage,COMPLETED,HIGH,Codex,theme,template-parts/sections/featured-lawyers.php,Homepage lawyer section shows only verified Maya Rotenberg profile or a conservative empty state,VERIFIED in code,Verify live post slug exists,No fake/demo homepage lawyers
T033,Add mini-site lawyer meta fields,COMPLETED,MEDIUM,Codex,plugin,justice-core/includes/cpt-lawyers.php + ultra-justice-engine/includes/cpt-lawyers.php + ultra-justice/includes/cpt-lawyers.php,Video/social/review/front-page fields registered,VERIFIED in code,Expose fields in profile template and admin UI,PHP lint still unavailable locally
T034,Fix duplicate and incomplete breadcrumbs,COMPLETED,HIGH,Codex,theme,inc/breadcrumbs.php + single.php,Breadcrumbs render once and include lawyer/article/archive hierarchy,VERIFIED in code,Run visual QA on live pages,PHP lint unavailable locally
T035,Document English-only URL slug migration,COMPLETED,HIGH,Codex,seo,project-control/url-slug-migration-plan.md + project-control/url-slug-map.csv,Slug migration rules and mapping template exist,VERIFIED in repo,Export live URLs before changing slugs,Do not bulk rename without redirects
T025,Build Justice Core plugin with REST health route,COMPLETED,HIGH,Dev,plugin,jus-tice-engine/,/wp-json/jus-tice-engine/v1/health returns 200 with site info,VERIFIED in code,—,jus-tice-engine plugin finished
T036,Build Maya Rotenberg lawyer mini-site template,COMPLETED,HIGH,Codex,theme,single-justice_lawyer.php + assets/css/premium-pass-3.css,Single lawyer page has rich mini-site sections for profile video articles reviews social CTAs and lead capture,VERIFIED in code,Verify after GitHub sync on live,PHP lint blocked locally
T037,Upgrade premium lawyer card,COMPLETED,HIGH,Codex,theme,template-parts/cards/lawyer-card.php + assets/css/premium-pass-3.css,Lawyer card shows richer value without fake ratings or false recommendations,VERIFIED in code,Verify homepage after sync,Only real approved lawyer should be featured
T038,Expose mini-site fields in lawyer admin,COMPLETED,HIGH,Codex,plugin,justice-core/includes/cpt-lawyers.php + ultra-justice-engine/includes/cpt-lawyers.php + ultra-justice/includes/cpt-lawyers.php,Video social homepage feature and approved review fields are editable and saved,VERIFIED in code,Verify active plugin path and wp-admin fields,PHP lint blocked locally
T039,Stop future Hebrew lawyer seed slugs,COMPLETED,HIGH,Codex,plugin,justice-core/includes/seeder.php + ultra-justice-engine/includes/seeder.php + ultra-justice/includes/seeder.php,Future seed profiles use English slugs and Maya uses advocate-maya-rotenberg,VERIFIED in code,Run controlled live slug migration with 301 redirects,Existing live Hebrew slugs still need cleanup
T040,Verify live Maya slug and demo lawyer state,IN_PROGRESS,CRITICAL,Codex,qa,browser verification,Live lawyers archive and profile slug checked,PARTIAL VERIFICATION,Fix live slug and draft demo profiles after admin/API confirmation,Archive has Maya plus demo lawyers; advocate-maya-rotenberg redirects home
T041,Add live page-home.php homepage template,COMPLETED,CRITICAL,Codex,theme,page-home.php,Live assigned homepage template loads the same sections as front-page including featured-lawyers,VERIFIED in code,Pull latest commit on Upress and clear cache,Live HTML showed page-template-page-home
T042,Wire rich lawyer mini-site sections to CMS,COMPLETED,HIGH,Codex,theme/plugin,single-justice_lawyer.php + cpt-lawyers.php + premium-pass-3.css,Profile sections are driven by editable lawyer meta fields and hidden when empty,VERIFIED in code,Verify fields in active live plugin admin,PHP lint blocked locally
T043,Add editable homepage content band,COMPLETED,HIGH,Codex,theme,template-parts/sections/home-page-content.php + page-home.php + front-page.php,Homepage page editor can render safe content inside template,VERIFIED in code,Verify Page 38 content after pull,Basic spam guard included
T044,Document near-zero founder effort platform model,COMPLETED,CRITICAL,Codex,product,project-control/self-serve-lawyer-platform-plan.md,Self-serve lawyer onboarding AI console billing content approval and compliant outreach are documented,VERIFIED in repo,Build lawyer dashboard MVP next,WhatsApp outreach requires opt-in/compliance logs
T045,Add LegalTech tools CMS and homepage gateway,COMPLETED,CRITICAL,Codex,theme/plugin,template-parts/sections/legaltech-tools.php + cpt-legal-tools.php + legal tool templates,Homepage shows LegalTech product layer and WordPress can store tools and private requests,VERIFIED in code,Pull in Upress then visit wp-admin and verify /legal-tools/,Active plugin path still not verified
T046,Create LegalTech platform roadmap,COMPLETED,HIGH,Codex,product,project-control/legaltech-platform-roadmap.md,Document automation AI console lawyer-review monetization path is documented,VERIFIED in repo,Turn roadmap into admin dashboard MVP tasks,Needs legal/commercial pricing decisions later
T047,Lock English-only slug strategy,COMPLETED,CRITICAL,Codex,seo,project-control/url-strategy.md + slug-normalization-rules.md + url-migration-map.csv,Repo decision says Hebrew content/UI with clean English slugs and no live changes before mapping,VERIFIED in repo,Export live URLs and GSC data before migration,Traffic risk unknown until GSC/live inventory
T048,Create strategic goals and Hebrew slug audit,COMPLETED,HIGH,Codex,project-control,project-control/strategic-goals.md + project-control/url-hebrew-audit.csv,Strategic goals and known Hebrew slug issue are tracked in repo,VERIFIED in repo,Populate audit from live URL export,Full inventory blocked until live/API/GSC access
T049,Rebuild SEO cluster map around English pillar URLs,COMPLETED,CRITICAL,Codex,seo,topic-clusters.csv + internal-link-opportunities.csv + cannibalization-map.csv + keyword-serp-plan.md + serp-research-log.csv + title-audit.csv,Core legal SEO goals map to one primary English URL per intent,VERIFIED in repo,Implement first divorce-lawyer pillar page,SERP research partial and GSC not connected
T050,Add reusable legal pillar page template,COMPLETED,HIGH,Codex,theme,page-legal-pillar.php + assets/css/premium-pass-3.css,WordPress pages can use a premium SEO pillar layout with lawyer cards related guides LegalTech CTA and lead form,VERIFIED in code,Create first /divorce-lawyer/ page in CMS after live/admin access,Page is not public until a WP page is created and assigned
T051,Wire legal pillar CMS controls and draft seed pages,COMPLETED,HIGH,Codex,theme,inc/pillar-pages.php + functions.php,Admin can edit pillar metadata and first four pillar drafts can seed with English slugs and Hebrew content,VERIFIED in code,Pull latest and visit wp-admin to seed drafts,Drafts require review before publishing
T052,Upgrade practice-area archive hubs,COMPLETED,HIGH,Codex,theme,taxonomy-practice-areas.php + assets/css/premium-pass-3.css,Practice pages include hero lawyer cards articles LegalTech tools and related practice links,VERIFIED in code,Verify live practice-area pages after pull,Depends on active taxonomies and content assignments
T053,Build lawyer self-registration funnel,COMPLETED,CRITICAL,Codex,theme,page-lawyer-registration.php + inc/lawyer-onboarding.php + assets/css/premium-pass-3.css,Lawyers can submit a pending profile draft without auto-publishing,VERIFIED in code,Pull latest visit wp-admin and test /lawyer-registration/,Requires active justice_lawyer CPT
T054,Document lawyer onboarding review workflow,COMPLETED,HIGH,Codex,project-control,project-control/lawyer-onboarding-workflow.md,Owner workflow for pending lawyer drafts verification paid plans and publishing is documented,VERIFIED in repo,Build pending lawyer admin dashboard,Manual review still required in MVP
T055,Add pending lawyer admin review queue,COMPLETED,HIGH,Codex,theme,inc/lawyer-onboarding.php,Owner gets admin email and a Lawyer Onboarding admin page listing pending registration drafts,VERIFIED in code,Test live form submission and admin queue after pull,Requires active mail and justice_lawyer CPT
T056,Add owner CRM lead overview,COMPLETED,HIGH,Codex,theme,inc/lead-crm.php + functions.php,Owner has a Justice CRM admin page listing lead status counts recent legal leads and LegalTech requests,VERIFIED in code,Verify live admin page after pull,Requires active justice_lead CPT for full function
T057,Seed core practice-area taxonomy terms,COMPLETED,HIGH,Codex,theme,inc/taxonomy-seed.php + functions.php,Ten core Hebrew practice areas seed with clean English slugs on admin visit,VERIFIED in code,Pull latest and visit wp-admin then verify practice terms,Requires active practice-areas taxonomy
T058,Wire bundled logo fallback,COMPLETED,MEDIUM,Codex,theme,site-header.php + site-footer.php + premium-pass-3.css,Header and footer show assets/images/logo.png when no custom logo is configured,VERIFIED in code,Verify live logo after pull,Final old identity still not verified
T059,Harden 10 draft lawyer seed profiles,COMPLETED,HIGH,Codex,plugin,justice-core/includes/seeder.php + ultra-justice-engine/includes/seeder.php + ultra-justice/includes/seeder.php,Seeded lawyers stay draft unverified inactive not featured not lead-routed and marked as seed data,VERIFIED in code,Verify active live plugin path and clean existing public demo lawyers,Existing live demo lawyers may predate this hardening
T060,Seed 5 draft SEO article starters,COMPLETED,HIGH,Codex,theme,inc/pillar-article-seed.php + functions.php,Five article starters seed as draft-only with English slugs Hebrew content practice-area terms and legal-review flags,VERIFIED in code,Pull latest visit wp-admin verify drafts then expand and review before publishing,Not publication-ready and PHP lint blocked locally
T061,Verify lawyer archive filter i18n,COMPLETED,MEDIUM,Codex,theme,archive-justice_lawyer.php,Filter labels options placeholder and button use escaped translation functions,VERIFIED in code,Verify live archive after sync,No code change needed in this pass
T062,Add front-end lawyer dashboard MVP,COMPLETED,HIGH,Codex,theme,page-lawyer-dashboard.php + inc/lawyer-dashboard.php + inc/lawyer-onboarding.php + functions.php + premium-pass-3.css,Logged-in lawyers can view linked profiles profile completeness commercial status and assigned leads,VERIFIED in code,Pull latest visit wp-admin verify /lawyer-dashboard/ and link a real profile to a user,Read-only MVP; editing payments and AI console still planned
T063,Add lawyer plans and WooCommerce mapping layer,COMPLETED,HIGH,Codex,theme,inc/lawyer-plans.php + page-lawyer-plans.php + page-lawyer-dashboard.php + functions.php + premium-pass-3.css + payment-subscription-architecture.md,Plan page exists and checkout links only activate with WooCommerce product IDs otherwise fall back to registration,VERIFIED in code,Configure WooCommerce products and justice_lawyer_plan_product_ids after legal/commercial approval,Live payments intentionally not enabled
T064,Add rule-based lead intake classification,COMPLETED,HIGH,Codex,theme,inc/lead-classifier.php + inc/lead-crm.php + functions.php + lead-ai-classification.md,Leads receive detected area urgency summary and routing notes on save,VERIFIED in code,Submit test lead after Upress pull and compare classification with manual label,External AI and lawyer matching still planned
T065,Add GSC weekly report automation scaffold,COMPLETED,HIGH,Codex,seo,.github/workflows/gsc-weekly-report.yml + tools/gsc_weekly_report.py + gsc-weekly-report-automation.md,Workflow and script can generate GSC opportunity CSV artifacts when secrets are configured,VERIFIED in code,Add GSC secrets and service-account property access then run workflow manually,Real GSC output not verified
T066,Add city-practice SEO architecture,COMPLETED,HIGH,Codex,theme,inc/taxonomy-seed.php + inc/city-practice-pages.php + page-city-practice.php + premium-pass-3.css + city-practice-strategy.md,Core city terms and first five city-practice draft pages seed with English slugs and safe no-thin-page rules,VERIFIED in code,Pull latest visit wp-admin verify drafts and connect Maya to tel-aviv/family-law,Pages remain draft until unique content and real lawyers exist
T067,Upgrade public lead form routing fields,COMPLETED,HIGH,Codex,theme,template-parts/forms/lead-form.php + premium-pass-3.css,Lead form collects email city urgency and consent for CRM and AI routing,VERIFIED in code,Submit test lead after Upress pull and verify CRM metadata,Frontend rendering not live-verified
T068,Connect lawyer monetization pages to footer,COMPLETED,MEDIUM,Codex,theme,site-footer.php,Footer links to lawyer registration plans and dashboard,VERIFIED in code,Verify live footer and manually update existing WP menu if needed,Existing live menu may not re-seed automatically
T069,Expand divorce-lawyer pillar draft,COMPLETED,HIGH,Codex,content,content-drafts/divorce-lawyer-pillar-he.md + article-briefs-5000-word.csv + content-inventory.csv,Divorce pillar draft grows materially toward 5000-word class with process documents mistakes comparison CMS/source structure,VERIFIED in repo,Run next expansion pass then legal review/import as draft,Still not publication-ready and legal accuracy is NOT VERIFIED
T070,Bring divorce-lawyer pillar to 5000-word class,COMPLETED,HIGH,Codex,content,content-drafts/divorce-lawyer-pillar-he.md + project-control/*.csv,Divorce pillar reaches 5000-word-class depth while remaining draft-only with legal-review warnings,VERIFIED in repo,Complete source URL audit then import as draft through admin tool,Legal accuracy and live CMS import are NOT VERIFIED
T071,Create divorce pillar source audit,COMPLETED,HIGH,Codex,content,project-control/divorce-pillar-source-audit.csv + content-drafts/divorce-lawyer-pillar-he.md,Sensitive divorce pillar claims are mapped to official sources or legal-review blockers before publication,VERIFIED in repo,Verify source URLs manually and import article as draft only,Legal accuracy remains NOT VERIFIED until lawyer review
T072,Expand consensual-divorce supporting draft,COMPLETED,HIGH,Codex,content,content-drafts/consensual-divorce-supporting-he.md + project-control/*.csv,Supporting article expanded with agreement quality checks structure workflow mistakes and LegalTech product hook,VERIFIED in repo,Expand to 3500+ words then source/legal review,Still not publication-ready and legal accuracy is NOT VERIFIED
T073,Bring consensual-divorce draft to 3500-word class,COMPLETED,HIGH,Codex,content,content-drafts/consensual-divorce-supporting-he.md + project-control/*.csv,Supporting article reaches 3500-word-class depth with CMS CRM E-E-A-T and LegalTech conversion plan,VERIFIED in repo,Create source audit then import as draft only,Legal accuracy and live CMS import are NOT VERIFIED
T074,Create consensual-divorce source audit,COMPLETED,HIGH,Codex,content,project-control/consensual-divorce-source-audit.csv + content-drafts/consensual-divorce-supporting-he.md,Sensitive agreement-divorce claims are mapped to source candidates or legal-review blockers before publication,VERIFIED in repo,Verify source URLs manually and import as draft only,Legal accuracy remains NOT VERIFIED until lawyer review
T075,Expand divorce-mediation supporting draft,COMPLETED,HIGH,Codex,content,content-drafts/divorce-mediation-supporting-he.md + project-control/*.csv,Mediation article expands with suitability types preparation failure paths power imbalance children and LegalTech hook,VERIFIED in repo,Expand to 3500+ words then source/legal review,Still not publication-ready and legal accuracy is NOT VERIFIED
T076,Bring divorce-mediation draft to 3500-word class,COMPLETED,HIGH,Codex,content,content-drafts/divorce-mediation-supporting-he.md + project-control/*.csv,Mediation article reaches 3500-word-class depth with CMS CRM anti-cannibalization and LegalTech conversion plan,VERIFIED in repo,Create source audit then import as draft only,Legal accuracy and live CMS import are NOT VERIFIED
T077,Create divorce-mediation source audit,COMPLETED,HIGH,Codex,content,project-control/divorce-mediation-source-audit.csv + content-drafts/divorce-mediation-supporting-he.md,Sensitive mediation claims are mapped to source candidates or legal-review blockers before publication,VERIFIED in repo,Verify source URLs manually and import as draft only,Legal accuracy remains NOT VERIFIED until lawyer review
T078,Expand child-support supporting draft,COMPLETED,HIGH,Codex,content,content-drafts/child-support-supporting-he.md + project-control/*.csv,Child-support article expands with no-calculator policy intake medor exceptional expenses time-sharing income and CRM routing,VERIFIED in repo,Expand to 4500+ words then source/legal review,High YMYL legal accuracy is NOT VERIFIED
T079,Deepen child-support supporting draft,COMPLETED,HIGH,Codex,content,content-drafts/child-support-supporting-he.md + project-control/*.csv,Child-support article adds age bands direct-vs-central expenses evidence modification unmarried parents and CMS structure,VERIFIED in repo,Continue to 4500+ words then source/legal review,High YMYL legal accuracy is NOT VERIFIED
T080,Advance child-support draft near target depth,COMPLETED,HIGH,Codex,content,content-drafts/child-support-supporting-he.md + project-control/*.csv,Child-support article reaches near-target depth with anti-cannibalization examples FAQ enforcement cautions and publication gates,VERIFIED in repo,Complete final 4500+ pass then source/legal review,High YMYL legal accuracy is NOT VERIFIED
T081,Bring child-support draft to 4500-word class,COMPLETED,HIGH,Codex,content,content-drafts/child-support-supporting-he.md + project-control/*.csv,Child-support article reaches 4500-word-class depth with decision paths LegalTech guardrails CMS/CRM wiring and anti-cannibalization links,VERIFIED in repo,Create child-support source audit then import as draft only,High YMYL legal accuracy and live CMS import are NOT VERIFIED
